date,rank,song,artist,last-week,peak-rank,weeks-on-board
2021-10-09,4,Way 2 Sexy,Drake Featuring Future & Young Thug,3,1,4
2021-10-09,5,Fancy Like,Walker Hayes,5,5,15
2021-10-09,6,Bad Habits,Ed Sheeran,4,2,14
2021-10-09,7,Good 4 U,Olivia Rodrigo,6,1,20
2021-10-09,8,Kiss Me More,Doja Cat Featuring SZA,7,3,25
2021-10-09,9,Knife Talk,Drake Featuring 21 Savage & Project Pat,8,4,4
2021-10-09,10,Levitating,Dua Lipa,11,2,52
2021-10-09,11,Essence,Wizkid Featuring Justin Bieber & Tems,14,11,13
2021-10-09,12,Save Your Tears,The Weeknd & Ariana Grande,12,1,42
2021-10-09,13,Montero (Call Me By Your Name),Lil Nas X,9,1,27
2021-10-09,14,Shivers,Ed Sheeran,17,14,3
2021-10-09,15,Heat Waves,Glass Animals,16,15,37
2021-10-09,16,Need To Know,Doja Cat,18,14,16
2021-10-09,17,Girls Want Girls,Drake Featuring Lil Baby,13,2,4
2021-10-09,18,You Right,Doja Cat & The Weeknd,19,11,14
2021-10-09,19,Beggin',Maneskin,20,19,14
2021-10-09,20,Wockesha,Moneybagg Yo,35,20,23
2021-10-09,21,If I Didn't Love You,Jason Aldean & Carrie Underwood,22,15,10
2021-10-09,22,Take My Breath,The Weeknd,21,6,8
2021-10-09,23,Fair Trade,Drake Featuring Travis Scott,15,3,4
2021-10-09,24,Thats What I Want,Lil Nas X,10,10,2
2021-10-09,25,Traitor,Olivia Rodrigo,25,9,19
2021-10-09,26,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,29,26,13
2021-10-09,27,Chasing After You,Ryan Hurd With Maren Morris,32,27,22
2021-10-09,28,Bad Morning,YoungBoy Never Broke Again,,28,1
2021-10-09,29,Pepas,Farruko,27,26,10
2021-10-09,30,Deja Vu,Olivia Rodrigo,23,3,26
2021-10-09,31,Happier Than Ever,Billie Eilish,28,11,9
2021-10-09,32,Your Heart,Joyner Lucas & J. Cole,,32,1
2021-10-09,33,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),33,1,30
2021-10-09,34,Hurricane,Kanye West,31,6,5
2021-10-09,35,A-O-K,Tai Verdes,39,35,13
2021-10-09,36,Butter,BTS,24,1,19
2021-10-09,37,On My Side,YoungBoy Never Broke Again,71,37,2
2021-10-09,38,Too Easy,Gunna & Future,,38,1
2021-10-09,39,Leave Before You Love Me,Marshmello X Jonas Brothers,26,19,19
2021-10-09,40,No Where,YoungBoy Never Broke Again,,40,1
2021-10-09,41,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,36,1,28
2021-10-09,42,Family Ties,Baby Keem & Kendrick Lamar,38,18,5
2021-10-09,43,Memory I Don't Mess With,Lee Brice,54,43,10
2021-10-09,44,Late At Night,Roddy Ricch,45,20,17
2021-10-09,45,Things A Man Oughta Know,Lainey Wilson,34,32,20
2021-10-09,46,Cold Heart (PNAU Remix),Elton John & Dua Lipa,74,46,4
2021-10-09,47,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,44,44,3
2021-10-09,48,Life Support,YoungBoy Never Broke Again,79,48,3
2021-10-09,49,I Was On A Boat That Day,Old Dominion,53,49,13
2021-10-09,50,Love Nwantiti (Ah Ah Ah),CKay,80,50,2
2021-10-09,51,Wild Side,Normani Featuring Cardi B,52,14,11
2021-10-09,52,Whole Lotta Money,BIA Featuring Nicki Minaj,58,16,12
2021-10-09,53,Hold Me Down,YoungBoy Never Broke Again,,53,1
2021-10-09,54,Champagne Poetry,Drake,30,4,4
2021-10-09,55,Buy Dirt,Jordan Davis Featuring Luke Bryan,55,51,8
2021-10-09,56,Have Mercy,Chloe,56,28,3
2021-10-09,57,Love Again,Dua Lipa,51,51,11
2021-10-09,58,Nevada,YoungBoy Never Broke Again,,58,1
2021-10-09,59,50 Shots,YoungBoy Never Broke Again,,59,1
2021-10-09,60,No Friends In The Industry,Drake,40,11,4
2021-10-09,61,Smoke Strong,YoungBoy Never Broke Again,,61,1
2021-10-09,62,Break Or Make Me,YoungBoy Never Broke Again,,62,1
2021-10-09,63,You Time,Scotty McCreery,50,50,9
2021-10-09,64,Gyalis,Capella Grey,64,64,9
2021-10-09,65,Cold As You,Luke Combs,69,65,9
2021-10-09,66,My Boy,Elvie Shane,67,66,14
2021-10-09,67,Sincerely,YoungBoy Never Broke Again,,67,1
2021-10-09,68,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,70,53,23
2021-10-09,69,I Can't Take It Back,YoungBoy Never Broke Again,,69,1
2021-10-09,70,Waves,Luke Bryan,60,24,15
2021-10-09,71,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,61,22,5
2021-10-09,72,In The Bible,Drake Featuring Lil Durk & Giveon,43,7,4
2021-10-09,73,Thot Shit,Megan Thee Stallion,49,16,16
2021-10-09,74,Rumors,Lizzo Featuring Cardi B,46,4,7
2021-10-09,75,Woman,Doja Cat,62,62,9
2021-10-09,76,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,81,76,7
2021-10-09,77,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",78,77,9
2021-10-09,78,2055,Sleepy Hallow,65,51,11
2021-10-09,79,Memory,Kane Brown X blackbear,73,50,12
2021-10-09,80,Forgiato,YoungBoy Never Broke Again,,80,1
2021-10-09,81,You Should Probably Leave,Chris Stapleton,83,63,13
2021-10-09,82,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,77,24,18
2021-10-09,83,Rich Shit,YoungBoy Never Broke Again,,83,1
2021-10-09,84,TSU,Drake,48,9,4
2021-10-09,85,Volvi,Aventura x Bad Bunny,75,22,9
2021-10-09,86,Todo de Ti,Rauw Alejandro,82,32,18
2021-10-09,87,Love All,Drake Featuring JAY-Z,57,10,4
2021-10-09,88,N 2 Deep,Drake Featuring Future,59,12,4
2021-10-09,89,Yonaguni,Bad Bunny,85,10,17
2021-10-09,90,Knowing You,Kenny Chesney,96,87,7
2021-10-09,91,For Tonight,Giveon,,91,1
2021-10-09,92,Baddest Thing,YoungBoy Never Broke Again,,92,1
2021-10-09,93,Summer Of Love,Shawn Mendes & Tainy,87,48,6
2021-10-09,94,Get Into It (Yuh),Doja Cat,84,68,8
2021-10-09,95,Same Boat,Zac Brown Band,98,95,2
2021-10-09,96,Pipe Down,Drake,68,14,4
2021-10-09,97,Papi's Home,Drake,66,8,4
2021-10-09,98,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,,98,1
2021-10-09,99,Toxic Punk,YoungBoy Never Broke Again,,99,1
2021-10-09,100,Moon,Kanye West,76,17,5
2021-10-02,1,Stay,The Kid LAROI & Justin Bieber,1,1,11
2021-10-02,2,Industry Baby,Lil Nas X & Jack Harlow,6,2,9
2021-10-02,3,Way 2 Sexy,Drake Featuring Future & Young Thug,2,1,3
2021-10-02,4,Bad Habits,Ed Sheeran,3,2,13
2021-10-02,5,Fancy Like,Walker Hayes,5,5,14
2021-10-02,6,Good 4 U,Olivia Rodrigo,7,1,19
2021-10-02,7,Kiss Me More,Doja Cat Featuring SZA,8,3,24
2021-10-02,8,Knife Talk,Drake Featuring 21 Savage & Project Pat,4,4,3
2021-10-02,9,Montero (Call Me By Your Name),Lil Nas X,13,1,26
2021-10-02,10,Thats What I Want,Lil Nas X,,10,1
2021-10-02,11,Levitating,Dua Lipa,9,2,51
2021-10-02,12,Save Your Tears,The Weeknd & Ariana Grande,12,1,41
2021-10-02,13,Girls Want Girls,Drake Featuring Lil Baby,10,2,3
2021-10-02,14,Essence,Wizkid Featuring Justin Bieber & Tems,17,13,12
2021-10-02,15,Fair Trade,Drake Featuring Travis Scott,11,3,3
2021-10-02,16,Heat Waves,Glass Animals,15,15,36
2021-10-02,17,Shivers,Ed Sheeran,16,16,2
2021-10-02,18,Need To Know,Doja Cat,21,14,15
2021-10-02,19,You Right,Doja Cat & The Weeknd,18,11,13
2021-10-02,20,Beggin',Maneskin,30,20,13
2021-10-02,21,Take My Breath,The Weeknd,23,6,7
2021-10-02,22,If I Didn't Love You,Jason Aldean & Carrie Underwood,24,15,9
2021-10-02,23,Deja Vu,Olivia Rodrigo,20,3,25
2021-10-02,24,Butter,BTS,14,1,18
2021-10-02,25,Traitor,Olivia Rodrigo,37,9,18
2021-10-02,26,Leave Before You Love Me,Marshmello X Jonas Brothers,32,19,18
2021-10-02,27,Pepas,Farruko,34,26,9
2021-10-02,28,Happier Than Ever,Billie Eilish,36,11,8
2021-10-02,29,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,43,29,12
2021-10-02,30,Champagne Poetry,Drake,19,4,3
2021-10-02,31,Hurricane,Kanye West,26,6,4
2021-10-02,32,Chasing After You,Ryan Hurd With Maren Morris,39,32,21
2021-10-02,33,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),31,1,29
2021-10-02,34,Things A Man Oughta Know,Lainey Wilson,38,32,19
2021-10-02,35,Wockesha,Moneybagg Yo,50,33,22
2021-10-02,36,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,40,1,27
2021-10-02,37,Wildest Dreams (Taylor's Version),Taylor Swift,,37,1
2021-10-02,38,Family Ties,Baby Keem & Kendrick Lamar,25,18,4
2021-10-02,39,A-O-K,Tai Verdes,46,39,12
2021-10-02,40,No Friends In The Industry,Drake,22,11,3
2021-10-02,41,Arcade,Duncan Laurence,42,30,24
2021-10-02,42,Scoop,Lil Nas X Featuring Doja Cat,,42,1
2021-10-02,43,In The Bible,Drake Featuring Lil Durk & Giveon,29,7,3
2021-10-02,44,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,64,44,2
2021-10-02,45,Late At Night,Roddy Ricch,49,20,16
2021-10-02,46,Rumors,Lizzo Featuring Cardi B,44,4,6
2021-10-02,47,Dolla Sign Slime,Lil Nas X Featuring Megan Thee Stallion,,47,1
2021-10-02,48,TSU,Drake,27,9,3
2021-10-02,49,Thot Shit,Megan Thee Stallion,48,16,15
2021-10-02,50,You Time,Scotty McCreery,69,50,8
2021-10-02,51,Love Again,Dua Lipa,55,51,10
2021-10-02,52,Wild Side,Normani Featuring Cardi B,59,14,10
2021-10-02,53,I Was On A Boat That Day,Old Dominion,56,53,12
2021-10-02,54,Memory I Don't Mess With,Lee Brice,62,54,9
2021-10-02,55,Buy Dirt,Jordan Davis Featuring Luke Bryan,51,51,7
2021-10-02,56,Have Mercy,Chloe,28,28,2
2021-10-02,57,Love All,Drake Featuring JAY-Z,35,10,3
2021-10-02,58,Whole Lotta Money,BIA Featuring Nicki Minaj,61,16,11
2021-10-02,59,N 2 Deep,Drake Featuring Future,33,12,3
2021-10-02,60,Waves,Luke Bryan,52,24,14
2021-10-02,61,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,65,22,4
2021-10-02,62,Woman,Doja Cat,67,62,8
2021-10-02,63,Lonely,DaBaby X Lil Wayne,68,63,2
2021-10-02,64,Gyalis,Capella Grey,70,64,8
2021-10-02,65,2055,Sleepy Hallow,66,51,10
2021-10-02,66,Papi's Home,Drake,41,8,3
2021-10-02,67,My Boy,Elvie Shane,74,67,13
2021-10-02,68,Pipe Down,Drake,45,14,3
2021-10-02,69,Cold As You,Luke Combs,79,69,8
2021-10-02,70,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,73,53,22
2021-10-02,71,On My Side,YoungBoy Never Broke Again,,71,1
2021-10-02,72,Dead Right Now,Lil Nas X,,72,1
2021-10-02,73,Memory,Kane Brown X blackbear,81,50,11
2021-10-02,74,Cold Heart (PNAU Remix),Elton John & Dua Lipa,98,74,3
2021-10-02,75,Volvi,Aventura x Bad Bunny,80,22,8
2021-10-02,76,Moon,Kanye West,58,17,4
2021-10-02,77,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,77,24,17
2021-10-02,78,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",94,78,8
2021-10-02,79,Life Support,YoungBoy Never Broke Again,63,63,2
2021-10-02,80,Love Nwantiti (Ah Ah Ah),CKay,,80,1
2021-10-02,81,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,91,81,6
2021-10-02,82,Todo de Ti,Rauw Alejandro,82,32,17
2021-10-02,83,You Should Probably Leave,Chris Stapleton,92,63,12
2021-10-02,84,Get Into It (Yuh),Doja Cat,85,68,7
2021-10-02,85,Yonaguni,Bad Bunny,87,10,16
2021-10-02,86,Tales Of Dominica,Lil Nas X,,86,1
2021-10-02,87,Summer Of Love,Shawn Mendes & Tainy,93,48,5
2021-10-02,88,One Of Me,Lil Nas X Featuring Elton John,,88,1
2021-10-02,89,Race My Mind,Drake,54,18,3
2021-10-02,90,Lost In The Citadel,Lil Nas X,,90,1
2021-10-02,91,Sun Goes Down,Lil Nas X,,66,2
2021-10-02,92,7am On Bridle Path,Drake,57,16,3
2021-10-02,93,Off The Grid,Kanye West,75,11,4
2021-10-02,94,In Da Getto,J Balvin & Skrillex,90,90,3
2021-10-02,95,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),71,14,8
2021-10-02,96,Knowing You,Kenny Chesney,100,87,6
2021-10-02,97,Am I Dreaming,Lil Nas X Featuring Miley Cyrus,,97,1
2021-10-02,98,Same Boat,Zac Brown Band,,98,1
2021-10-02,99,Come Through,H.E.R. Featuring Chris Brown,95,64,15
2021-10-02,100,Don't Go Yet,Camila Cabello,88,42,9
2021-09-25,1,Stay,The Kid LAROI & Justin Bieber,6,1,10
2021-09-25,2,Way 2 Sexy,Drake Featuring Future & Young Thug,1,1,2
2021-09-25,3,Bad Habits,Ed Sheeran,13,2,12
2021-09-25,4,Knife Talk,Drake Featuring 21 Savage & Project Pat,5,4,2
2021-09-25,5,Fancy Like,Walker Hayes,21,5,13
2021-09-25,6,Industry Baby,Lil Nas X & Jack Harlow,20,2,8
2021-09-25,7,Good 4 U,Olivia Rodrigo,15,1,18
2021-09-25,8,Kiss Me More,Doja Cat Featuring SZA,19,3,23
2021-09-25,9,Levitating,Dua Lipa,23,2,50
2021-09-25,10,Girls Want Girls,Drake Featuring Lil Baby,2,2,2
2021-09-25,11,Fair Trade,Drake Featuring Travis Scott,3,3,2
2021-09-25,12,Save Your Tears,The Weeknd & Ariana Grande,28,1,40
2021-09-25,13,Montero (Call Me By Your Name),Lil Nas X,30,1,25
2021-09-25,14,Butter,BTS,17,1,17
2021-09-25,15,Heat Waves,Glass Animals,33,15,35
2021-09-25,16,Shivers,Ed Sheeran,,16,1
2021-09-25,17,Essence,Wizkid Featuring Justin Bieber & Tems,34,13,11
2021-09-25,18,You Right,Doja Cat & The Weeknd,36,11,12
2021-09-25,19,Champagne Poetry,Drake,4,4,2
2021-09-25,20,Deja Vu,Olivia Rodrigo,31,3,24
2021-09-25,21,Need To Know,Doja Cat,38,14,14
2021-09-25,22,No Friends In The Industry,Drake,11,11,2
2021-09-25,23,Take My Breath,The Weeknd,37,6,6
2021-09-25,24,If I Didn't Love You,Jason Aldean & Carrie Underwood,43,15,8
2021-09-25,25,Family Ties,Baby Keem & Kendrick Lamar,44,18,3
2021-09-25,26,Hurricane,Kanye West,29,6,3
2021-09-25,27,TSU,Drake,9,9,2
2021-09-25,28,Have Mercy,Chloe,,28,1
2021-09-25,29,In The Bible,Drake Featuring Lil Durk & Giveon,7,7,2
2021-09-25,30,Beggin',Maneskin,39,29,12
2021-09-25,31,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),46,1,28
2021-09-25,32,Leave Before You Love Me,Marshmello X Jonas Brothers,40,19,17
2021-09-25,33,N 2 Deep,Drake Featuring Future,12,12,2
2021-09-25,34,Pepas,Farruko,45,26,8
2021-09-25,35,Love All,Drake Featuring JAY-Z,10,10,2
2021-09-25,36,Happier Than Ever,Billie Eilish,42,11,7
2021-09-25,37,Traitor,Olivia Rodrigo,49,9,17
2021-09-25,38,Things A Man Oughta Know,Lainey Wilson,51,32,18
2021-09-25,39,Chasing After You,Ryan Hurd With Maren Morris,53,34,20
2021-09-25,40,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,47,1,26
2021-09-25,41,Papi's Home,Drake,8,8,2
2021-09-25,42,Arcade,Duncan Laurence,54,30,23
2021-09-25,43,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,56,43,11
2021-09-25,44,Rumors,Lizzo Featuring Cardi B,55,4,5
2021-09-25,45,Pipe Down,Drake,14,14,2
2021-09-25,46,A-O-K,Tai Verdes,60,46,11
2021-09-25,47,Country Again,Thomas Rhett,52,42,20
2021-09-25,48,Thot Shit,Megan Thee Stallion,57,16,14
2021-09-25,49,Late At Night,Roddy Ricch,59,20,15
2021-09-25,50,Wockesha,Moneybagg Yo,62,33,21
2021-09-25,51,Buy Dirt,Jordan Davis Featuring Luke Bryan,74,51,6
2021-09-25,52,Waves,Luke Bryan,48,24,13
2021-09-25,53,Range Brothers,Baby Keem & Kendrick Lamar,,53,1
2021-09-25,54,Race My Mind,Drake,18,18,2
2021-09-25,55,Love Again,Dua Lipa,69,54,9
2021-09-25,56,I Was On A Boat That Day,Old Dominion,61,56,11
2021-09-25,57,7am On Bridle Path,Drake,16,16,2
2021-09-25,58,Moon,Kanye West,50,17,3
2021-09-25,59,Wild Side,Normani Featuring Cardi B,83,14,9
2021-09-25,60,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,64,20,20
2021-09-25,61,Whole Lotta Money,BIA Featuring Nicki Minaj,68,16,10
2021-09-25,62,Memory I Don't Mess With,Lee Brice,70,62,8
2021-09-25,63,Life Support,YoungBoy Never Broke Again,,63,1
2021-09-25,64,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,,64,1
2021-09-25,65,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,63,22,3
2021-09-25,66,2055,Sleepy Hallow,75,51,9
2021-09-25,67,Woman,Doja Cat,80,67,7
2021-09-25,68,Lonely,DaBaby X Lil Wayne,,68,1
2021-09-25,69,You Time,Scotty McCreery,72,69,7
2021-09-25,70,Gyalis,Capella Grey,82,70,7
2021-09-25,71,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),67,14,7
2021-09-25,72,IMY2,Drake Featuring Kid Cudi,22,22,2
2021-09-25,73,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,79,53,21
2021-09-25,74,My Boy,Elvie Shane,89,70,12
2021-09-25,75,Off The Grid,Kanye West,41,11,3
2021-09-25,76,Yebba's Heartbreak,Drake & Yebba,24,24,2
2021-09-25,77,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,71,24,16
2021-09-25,78,Get Along Better,Drake Featuring Ty Dolla $ign,27,27,2
2021-09-25,79,Cold As You,Luke Combs,76,76,7
2021-09-25,80,Volvi,Aventura x Bad Bunny,77,22,7
2021-09-25,81,Memory,Kane Brown X blackbear,86,50,10
2021-09-25,82,Todo de Ti,Rauw Alejandro,73,32,16
2021-09-25,83,You Only Live Twice,Drake Featuring Lil Wayne & Rick Ross,25,25,2
2021-09-25,84,Lalisa,Lisa,,84,1
2021-09-25,85,Get Into It (Yuh),Doja Cat,88,68,6
2021-09-25,86,Fountains,Drake Featuring Tems,26,26,2
2021-09-25,87,Yonaguni,Bad Bunny,84,10,15
2021-09-25,88,Don't Go Yet,Camila Cabello,93,42,8
2021-09-25,89,Single Saturday Night,Cole Swindell,90,26,20
2021-09-25,90,In Da Getto,J Balvin & Skrillex,,90,2
2021-09-25,91,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,94,91,5
2021-09-25,92,You Should Probably Leave,Chris Stapleton,92,63,11
2021-09-25,93,Summer Of Love,Shawn Mendes & Tainy,96,48,4
2021-09-25,94,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",100,80,7
2021-09-25,95,Come Through,H.E.R. Featuring Chris Brown,,64,14
2021-09-25,96,We Didn't Have Much,Justin Moore,81,41,13
2021-09-25,97,Ain't Shit,Doja Cat,97,24,12
2021-09-25,98,Cold Heart (PNAU Remix),Elton John & Dua Lipa,,81,2
2021-09-25,99,Jail,Kanye West,58,10,3
2021-09-25,100,Knowing You,Kenny Chesney,,87,5
2021-09-18,1,Way 2 Sexy,Drake Featuring Future & Young Thug,,1,1
2021-09-18,2,Girls Want Girls,Drake Featuring Lil Baby,,2,1
2021-09-18,3,Fair Trade,Drake Featuring Travis Scott,,3,1
2021-09-18,4,Champagne Poetry,Drake,,4,1
2021-09-18,5,Knife Talk,Drake Featuring 21 Savage & Project Pat,,5,1
2021-09-18,6,Stay,The Kid LAROI & Justin Bieber,2,1,9
2021-09-18,7,In The Bible,Drake Featuring Lil Durk & Giveon,,7,1
2021-09-18,8,Papi's Home,Drake,,8,1
2021-09-18,9,TSU,Drake,,9,1
2021-09-18,10,Love All,Drake Featuring JAY-Z,,10,1
2021-09-18,11,No Friends In The Industry,Drake,,11,1
2021-09-18,12,N 2 Deep,Drake Featuring Future,,12,1
2021-09-18,13,Bad Habits,Ed Sheeran,3,2,11
2021-09-18,14,Pipe Down,Drake,,14,1
2021-09-18,15,Good 4 U,Olivia Rodrigo,4,1,17
2021-09-18,16,7am On Bridle Path,Drake,,16,1
2021-09-18,17,Butter,BTS,1,1,16
2021-09-18,18,Race My Mind,Drake,,18,1
2021-09-18,19,Kiss Me More,Doja Cat Featuring SZA,5,3,22
2021-09-18,20,Industry Baby,Lil Nas X & Jack Harlow,7,2,7
2021-09-18,21,Fancy Like,Walker Hayes,9,9,12
2021-09-18,22,IMY2,Drake Featuring Kid Cudi,,22,1
2021-09-18,23,Levitating,Dua Lipa,8,2,49
2021-09-18,24,Yebba's Heartbreak,Drake & Yebba,,24,1
2021-09-18,25,You Only Live Twice,Drake Featuring Lil Wayne & Rick Ross,,25,1
2021-09-18,26,Fountains,Drake Featuring Tems,,26,1
2021-09-18,27,Get Along Better,Drake Featuring Ty Dolla $ign,,27,1
2021-09-18,28,Save Your Tears,The Weeknd & Ariana Grande,14,1,39
2021-09-18,29,Hurricane,Kanye West,6,6,2
2021-09-18,30,Montero (Call Me By Your Name),Lil Nas X,15,1,24
2021-09-18,31,Deja Vu,Olivia Rodrigo,13,3,23
2021-09-18,32,Fucking Fans,Drake,,32,1
2021-09-18,33,Heat Waves,Glass Animals,23,19,34
2021-09-18,34,Essence,Wizkid Featuring Justin Bieber & Tems,19,13,10
2021-09-18,35,The Remorse,Drake,,35,1
2021-09-18,36,You Right,Doja Cat & The Weeknd,21,11,11
2021-09-18,37,Take My Breath,The Weeknd,25,6,5
2021-09-18,38,Need To Know,Doja Cat,24,14,13
2021-09-18,39,Beggin',Maneskin,35,29,11
2021-09-18,40,Leave Before You Love Me,Marshmello X Jonas Brothers,33,19,16
2021-09-18,41,Off The Grid,Kanye West,11,11,2
2021-09-18,42,Happier Than Ever,Billie Eilish,38,11,6
2021-09-18,43,If I Didn't Love You,Jason Aldean & Carrie Underwood,50,15,7
2021-09-18,44,Family Ties,Baby Keem & Kendrick Lamar,18,18,2
2021-09-18,45,Pepas,Farruko,36,26,7
2021-09-18,46,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),29,1,27
2021-09-18,47,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,31,1,25
2021-09-18,48,Waves,Luke Bryan,37,24,12
2021-09-18,49,Traitor,Olivia Rodrigo,39,9,16
2021-09-18,50,Moon,Kanye West,17,17,2
2021-09-18,51,Things A Man Oughta Know,Lainey Wilson,45,32,17
2021-09-18,52,Country Again,Thomas Rhett,51,42,19
2021-09-18,53,Chasing After You,Ryan Hurd With Maren Morris,47,34,19
2021-09-18,54,Arcade,Duncan Laurence,44,30,22
2021-09-18,55,Rumors,Lizzo Featuring Cardi B,32,4,4
2021-09-18,56,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,55,45,10
2021-09-18,57,Thot Shit,Megan Thee Stallion,46,16,13
2021-09-18,58,Jail,Kanye West,10,10,2
2021-09-18,59,Late At Night,Roddy Ricch,48,20,14
2021-09-18,60,A-O-K,Tai Verdes,56,52,10
2021-09-18,61,I Was On A Boat That Day,Old Dominion,67,61,10
2021-09-18,62,Wockesha,Moneybagg Yo,54,33,20
2021-09-18,63,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,22,22,2
2021-09-18,64,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,49,20,19
2021-09-18,65,Ok Ok,Kanye West,12,12,2
2021-09-18,66,Praise God,Kanye West,20,20,2
2021-09-18,67,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),57,14,6
2021-09-18,68,Whole Lotta Money,BIA Featuring Nicki Minaj,60,16,9
2021-09-18,69,Love Again,Dua Lipa,66,54,8
2021-09-18,70,Memory I Don't Mess With,Lee Brice,78,70,7
2021-09-18,71,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,61,24,15
2021-09-18,72,You Time,Scotty McCreery,82,72,6
2021-09-18,73,Todo de Ti,Rauw Alejandro,69,32,15
2021-09-18,74,Buy Dirt,Jordan Davis Featuring Luke Bryan,84,74,5
2021-09-18,75,2055,Sleepy Hallow,62,51,8
2021-09-18,76,Cold As You,Luke Combs,80,76,6
2021-09-18,77,Volvi,Aventura x Bad Bunny,72,22,6
2021-09-18,78,Junya,Kanye West,16,16,2
2021-09-18,79,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,79,53,20
2021-09-18,80,Woman,Doja Cat,76,68,6
2021-09-18,81,We Didn't Have Much,Justin Moore,65,41,12
2021-09-18,82,Gyalis,Capella Grey,74,71,6
2021-09-18,83,Wild Side,Normani Featuring Cardi B,71,14,8
2021-09-18,84,Yonaguni,Bad Bunny,73,10,14
2021-09-18,85,Believe What I Say,Kanye West,28,28,2
2021-09-18,86,Memory,Kane Brown X blackbear,75,50,9
2021-09-18,87,Blue Note$ II,Meek Mill Featuring Lil Uzi Vert,,87,1
2021-09-18,88,Get Into It (Yuh),Doja Cat,81,68,5
2021-09-18,89,My Boy,Elvie Shane,87,70,11
2021-09-18,90,Single Saturday Night,Cole Swindell,83,26,19
2021-09-18,91,Jonah,Kanye West,27,27,2
2021-09-18,92,You Should Probably Leave,Chris Stapleton,91,63,10
2021-09-18,93,Don't Go Yet,Camila Cabello,89,42,7
2021-09-18,94,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,93,91,4
2021-09-18,95,Jesus Lord,Kanye West,26,26,2
2021-09-18,96,Summer Of Love,Shawn Mendes & Tainy,85,48,3
2021-09-18,97,Ain't Shit,Doja Cat,88,24,11
2021-09-18,98,Motley Crew,Post Malone,86,13,9
2021-09-18,99,Remote Control,Kanye West,40,40,2
2021-09-18,100,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",94,80,6
2021-09-11,1,Butter,BTS,7,1,15
2021-09-11,2,Stay,The Kid LAROI & Justin Bieber,1,1,8
2021-09-11,3,Bad Habits,Ed Sheeran,2,2,10
2021-09-11,4,Good 4 U,Olivia Rodrigo,3,1,16
2021-09-11,5,Kiss Me More,Doja Cat Featuring SZA,4,3,21
2021-09-11,6,Hurricane,Kanye West,,6,1
2021-09-11,7,Industry Baby,Lil Nas X & Jack Harlow,5,2,6
2021-09-11,8,Levitating,Dua Lipa,6,2,48
2021-09-11,9,Fancy Like,Walker Hayes,11,9,11
2021-09-11,10,Jail,Kanye West,,10,1
2021-09-11,11,Off The Grid,Kanye West,,11,1
2021-09-11,12,Ok Ok,Kanye West,,12,1
2021-09-11,13,Deja Vu,Olivia Rodrigo,8,3,22
2021-09-11,14,Save Your Tears,The Weeknd & Ariana Grande,10,1,38
